t_date,item_code
17.02.2014,IOTA
17.02.2014,GAMMA
13.02.2014,TELTA
13.02.2014,DELTA
13.02.2014,ILIZAGURME
13.02.2014,ESCAPE
12.02.2014,IOTA
12.02.2014,EPSILON
11.02.2014,GAMMA
11.02.2014,DELTA
10.02.2014,ZEILTA
10.02.2014,BLACK AND WHITE
10.02.2014,E01TA
10.02.2014,HEMA01
10.02.2014,DRDR-DOGAN
10.02.2014,IOTA
10.02.2014,EPSILON
10.02.2014,HEMA01
10.02.2014,IOTA
07.02.2014,EPSILON
06.02.2014,IOTA
05.02.2014,EPSILON
04.02.2014,DELTA
03.02.2014,EPSILON
03.02.2014,IOTA
03.02.2014,BLACK AND WHITE
31.01.2014,TELTA
28.01.2014,EPSILON
27.01.2014,GAMMA
27.01.2014,TELTA
27.01.2014,DRDR-DOGAN
27.01.2014,LAMBDA
27.01.2014,LAMBDA
24.01.2014,HEMA01
24.01.2014,BLACK AND WHITE
23.01.2014,SOLAR
23.01.2014,PLUTTON
21.01.2014,EPSILON
20.01.2014,IOTA
20.01.2014,TELTA
20.01.2014,IOTA
20.01.2014,GAMMA
20.01.2014,IOTA
20.01.2014,EPSILON
17.01.2014,OMICRON
17.01.2014,TELTA
17.01.2014,IOTA
16.01.2014,DELTA
16.01.2014,GAMMA
16.01.2014,MEMORY
16.01.2014,EPSILON
15.01.2014,IOTA
15.01.2014,DELTA
15.01.2014,GAMMA
14.01.2014,HEMA01
14.01.2014,DELTA
13.01.2014,CAROUSEL
13.01.2014,DELTA
13.01.2014,PIO1
13.01.2014,OMICRON
13.01.2014,PHI
13.01.2014,GAMMA
10.01.2014,ILIZAGURME
10.01.2014,DELTA
10.01.2014,TELTA
09.01.2014,BRANDADIDAS
09.01.2014,CAROUSEL
08.01.2014,DELTA
08.01.2014,EPSILON
07.01.2014,ILIZAGURME
07.01.2014,DELTA
07.01.2014,EPSILON
06.01.2014,TELTA
06.01.2014,DELTA
06.01.2014,MEMORY
06.01.2014,GAMMA
06.01.2014,GULHANIMK01
06.01.2014,IOTA
06.01.2014,GAMMA
06.01.2014,HAN AVM
06.01.2014,PIO1
06.01.2014,IOTA
03.01.2014,LITTLE CEASERS
03.01.2014,ILIZAGURME
03.01.2014,DELTA
03.01.2014,GAMMA
02.01.2014,IOTA
02.01.2014,GAMMA
02.01.2014,IOTA
31.12.2013,CAROUSEL
31.12.2013,EPSILON
31.12.2013,GAMMA
30.12.2013,EPSILON
30.12.2013,GAMMA
27.12.2013,DELTA
27.12.2013,TELTA
27.12.2013,CAROUSEL
26.12.2013,ILIZAGURME
26.12.2013,EPSILON
25.12.2013,ILIZAGURME
25.12.2013,PLUTTON
24.12.2013,DELTA
23.12.2013,SOLAR
23.12.2013,DELTA
23.12.2013,ZEILTA
23.12.2013,BOSPHORUS CAFE
23.12.2013,DURUMZADE
23.12.2013,BLACK AND WHITE
23.12.2013,CAROUSEL
23.12.2013,IOTA
23.12.2013,GULHANIMK01
20.12.2013,ILIZAGURME
20.12.2013,DELTA
20.12.2013,ZEILTA
19.12.2013,DELTA
19.12.2013,GAMMA
18.12.2013,DELTA
17.12.2013,CAROUSEL
17.12.2013,CAROUSEL
17.12.2013,DELTA
16.12.2013,ILIZAGURME
16.12.2013,EPSILON
16.12.2013,DELTA
16.12.2013,CAROUSEL
13.12.2013,EPSILON
13.12.2013,BERKA MARKET
12.12.2013,GAMMA
11.12.2013,SOLAR
09.12.2013,GAMMA
09.12.2013,KARSANAYI001
09.12.2013,HEMA01
05.12.2013,MEMORY
03.12.2013,IOTA
19.11.2013,GAMMA
